levelket	text
10.49.9	अ॒हंस॒प्त। स॒प्तस्र॒वत॑:। स्र॒वतो॑धारयं। धा॒र॒यं॒वृषा॑। वृषा॑द्रवि॒त्न्व॑:। द्र॒वि॒त्न्व॑:पृथि॒व्यां। पृ॒थि॒व्यांसी॒रा:। सी॒राअधि॑। अधीत्यधि॑।। अ॒हमर्णां॑सि। अर्णां॑सि॒वि। विति॑रामि। ति॒रा॒मि॒सु॒क्रतु॑:। सु॒क्रतु॑र्यु॒धा। यु॒धावि॑दन्। वि॒द॒न्मन॑वे। मन॑वेगा॒तुं। गा॒तुमि॒ष्टये॑। इ॒ष्टय॒इती॒ष्टये॑।।
10.49.10	अ॒हंतत्। तदा॑सु। आ॒सु॒धा॒र॒यं॒। धा॒र॒यं॒यत्। यदा॑सु। आ॒सु॒न। नदे॒व:। दे॒वश्च॒न। च॒नत्वष्टा॑। त्वष्टाधा॑रयत्। अधा॑रय॒द्रुश॑त्। रुश॒दिति॒रुश॑त्।। स्पा॒र्हंगवां॑। गवा॒मूध॑स्सु। ऊध॑स्सुव॒क्षणा॑सु। ऊध॒स्वित्यूध॑:ऽसु। व॒क्षणा॒स्वामधो॑:। आमधो॑:। मधो॒र्मधु॑। मधु॒श्वात्र्यं॑। श्वात्र्यं॒सोमं॑। सोम॑मा॒शिरं॑। आ॒शिर॒मित्या॒ऽशिरं॑।।
10.49.11	ए॒वादे॒वान्। दे॒वाँइन्द्र॑:। इन्द्रो॑विव्ये। वि॒व्ये॒नॄन्। नॄन्प्र। प्रच्यौ॒त्नेन॑। च्यौ॒त्नेन॑म॒घवा॑। म॒घवा॑स॒त्यरा॑धा:। म॒घवेति॑म॒घऽवा॑। स॒त्यरा॑धा॒इति॑स॒त्यऽरा॑धा:।। विश्वेत्ताते॑हरिव:। ह॒रि॒व॒श्श॒ची॒व॒:। ह॒रि॒व॒इति॑हरिऽव:। श॒ची॒वो॒भि:। श॒ची॒व॒इति॑शचीऽव:। अ॒भितु॒रास॑:। तु॒रास॑स्स्वयस:। स्व॒य॒सो॒गृ॒ण॒न्ति॒। स्व॒य॒स॒इति॑स्वऽयस:। गृ॒ण॒न्तीति॑गृणन्ति।।8 ।।
10.50.1	प्रवो॑म॒हेमन्द॑मानाय। मन्द॑माना॒यान्ध॑स:। अन्ध॒सोर्च॑। अर्चा॑वि॒श्वान॑राय। वि॒श्वान॑रायविश्वा॒भुवे॑। वि॒श्व॒भुव॒इति॑वि॒श्व॒ऽभुवे॑।। इन्द्र॑स्य॒यस्य॑। यस्य॒सुम॑खं। सुम॑खं॒सह॑:। सुम॑ख॒मिति॒सुऽम॑खं। सहो॒महि॑। महि॒श्रव॑:। श्रवो॑नृ॒म्णं। नृ॒म्णञ्च॑। च॒रोद॑सी। रोद॑सीसप॒र्यत॑:। रोद॑सी॒इति॒रोद॑सी। स॒प॒र्यत॒इति॑स॒प॒र्यत॑:।।
10.50.2	सोचि॑त्। चि॒न्नु। नुसख्या॑। सख्या॒नर्या॑। नर्या॒इन॑:। इन॑स्तु॒त:। स्तु॒तश्च॒र्कृत्य॑:। च॒र्कृत्य॒इन्द्र॑:। इन्द्रो॒माव॑ते। माव॑ते॒नरे॑। माव॑त॒इति॒माऽव॑ते। नर॒इति॒नरे॑।। विश्वा॑सुधू॒र्षु। धू॒र्षुवा॑ज॒कृत्ये॑षु। धू॒स्विति॑धू॒:ऽसु। वा॒ज॒कृत्ये॑षुसत्पते। वा॒ज॒कृत्ये॒ष्विति॑वा॒ज॒ऽकृत्ये॑षु। स॒त्प॒ते॒वृ॒त्रे। स॒त्प॒त॒इति॑सत्ऽपते। वृ॒त्रेवा॑। वा॒प्सु। अ॒प्स्वभि। अ॒प्स्वित्य॒प्ऽसु। अ॒भिशू॑र। शू॒र॒मन्द॑से। मन्द॑स॒इति॒मन्द॑से।।
10.50.3	केते॑। ते॒नर॑:। नर॒इन्द्र॑:। इन्द्र॒ये। येते॑। त॒इ॒षे। इ॒षेये। येते॑। ते॒सु॒म्नं। सु॒म्नंस॑ध॒न्यं॑। स॒ध॒न्यमिय॑क्षान्। स॒ध॒न्यमिति॑स॒ऽध॒न्यं॑। इय॑क्षा॒नितीय॑क्षान्।। केते॑। ते॒वाजा॑य। वाजा॑यासु॒र्या॑य। अ॒सु॒र्या॑यहिन्विरे। हि॒न्वि॒रे॒के। केअ॒प्सु। अ॒प्सुस्वासु॑। अ॒प्स्वित्य॒प्ऽसु। स्वासू॒र्वरा॑सु। उ॒र्वरा॑सु॒पौंस्ये॑। पौंस्य॒इति॒पौंस्ये॑।।
10.50.4	भुव॒स्त्वं। त्वमि॑न्द्र। इ॒न्द्र॒ब्रह्म॑णा। ब्रह्म॑णाम॒हान्। म॒हान्भुव॑:। भुवो॒विश्वे॑षु। विष्वे॑षु॒सव॑नेषु। सव॑नेषुय॒ज्ञिय॑:। य॒ज्ञिय॒इति॑य॒ज्ञिय॑:।। भुवो॒नॄन्। नॄन्च्यौ॒त्न:। च्यौ॒त्नोविश्व॑स्मिन्। विश्व॑स्मि॒न्भरे॑। भरे॒ज्येष्ठ॑:। ज्येष्ठ॑श्च। च॒मन्त्र॑:। मन्त्रो॑विश्वचर्षणे। वि॒श्व॒च॒र्ष॒ण॒इति॑विश्वऽचर्षणे।।
10.50.5	अवा॒नु। नुकं॑। कं॒ज्याया॑न्। ज्याया॑न्य॒ज्ञव॑नस:। य॒ज्ञव॑नसोम॒हीं। य॒ज्ञव॑नस॒इति॑य॒ज्ञऽव॑नस:। म॒हींते॑। त॒ओमा॑त्रां। ओमा॑त्रांकृ॒ष्टय॑:। कृ॒ष्टयो॑विदु:। वि॒दु॒रिति॑विदु:।। असो॒नु। नुकं॑। क॒म॒जर॑:। अ॒जरो॒वर्धा॑:। वर्धा॑श्च। च॒विश्वा॑। विश्वेत्। इदे॒ता। ए॒तासव॑ना। सव॑नातूतु॒मा। तू॒तु॒माकृ॑षे। कृ॒ष॒इति॑कृषे।।
10.50.6	ए॒ताविश्वा॑। विश्वा॒सव॑ना। सव॑नातूतु॒मा। तू॒तु॒माकृ॑षे। कृ॒षे॒स्व॒यं। स्व॒यंसू॑नो। सू॒नो॒स॒ह॒स॒:। सू॒नो॒इति॑सूनो। स॒ह॒सो॒यानि॑। यानि॑दधि॒षे। द॒धि॒षइति॑द॒धि॒षे।। वरा॑यते। ते॒पात्रं॑। पात्रं॒धर्म॑णे। धर्म॑णे॒तना॑। तना॑य॒ज्ञ:। य॒ज्ञोमन्त्र॑:। मन्त्रो॒ब्रह्म॑। ब्रह्मोद्य॑तं। उद्य॑तं॒वच॑:। उद्य॑त॒मित्युत्ऽय॑तं। वच॒इति॒वच॑:।।
10.50.7	येते॑। ते॒विप्र॑:। वि॒प्र॒ब्र॒ह्म॒कृत॑:। ब्र॒ह्म॒कृत॑स्सु॒ते। ब्र॒ह्म॒कृत॒इति॑ब्र॒ह्म॒ऽकृतः॑। सु॒तेसचा॑। सचा॒वसू॑नां। वसू॑नाञ्च। च॒वसु॑न:। वसु॑नश्च। च॒दा॒वने॑। दा॒वन॒इति॑दा॒वने॑।। प्रते॑। ते॒सु॒म्नस्य॑। सु॒म्नस्य॒मन॑सा। मन॑साप॒था। प॒थाभु॑वन्। भु॒व॒न्मदे॑। मदे॑सु॒तस्य॑। सु॒तस्य॑सो॒म्यस्य॑। सो॒म्यस्यान्ध॑स:। अन्ध॑स॒इत्यन्ध॑स:।। 9 ।।
10.51.1	म॒हत्तत्। तदुल्बं॑। उल्बं॒स्थवि॑रं। स्थवि॑रं॒तत्। तदा॑सीत्। आ॒सी॒द्येन॑। येनावि॑ष्ठित:। आवि॑ष्ठित:प्रवि॒वेशि॑थ। आवि॑ष्ठित॒इत्याऽवि॑ष्ठित:। प्र॒वि॒वेशि॑था॒प:। प्र॒वि॒वेशि॒थेति॑प्र॒ऽवि॒वेशि॑थ। अ॒पइत्य॒प:।। विश्वा॑अपश्यत्। अ॒प॒श्य॒द्ब॒हु॒धा। ब॒हु॒धाते॑। ते॒अ॒ग्ने॒। अ॒ग्ने॒जात॑वेद:। जात॑वेदस्त॒न्व॑:। जात॑वेद॒इति॒जात॑ऽवेद:। त॒न्वो॑दे॒व:। दे॒वएक॑:। एक॒इत्येक॑:।।
10.51.2	कोमा॑। मा॒द॒द॒र्श॒। द॒द॒र्श॒क॒त॒म:। क॒त॒मस्स:। सदे॒व:। दे॒वोय:। योमे॑। मे॒त॒न्व॑:। त॒न्वो॑बहु॒धा। ब॒हु॒धाप॒र्यप॑श्यत्। प॒र्यप॑श्य॒दिति॑प॒रि॒ऽअप॑श्यत्।। क्वाह॑। अह॑मित्रावरुणा। मि॒त्रा॒व॒रु॒णाक्षि॒यन्ति॑। क्षि॒यन्त्य॒ग्ने:। अ॒ग्नेर्विश्वा॑:। विश्वा॑स्स॒मिध॑:। स॒मिधो॑देव॒यानी॑:। स॒मिध॒इति॑सं॒ऽइध॑:। दे॒व॒यानी॒रिति॑दे॒व॒ऽयानी॑:।।
10.51.3	ऐच्छा॑मत्वा। त्वा॒ब॒हु॒धा। ब॒हु॒धाजा॑तवेद:। जा॒त॒वे॒द॒:प्रवि॑ष्टं। जा॒त॒वे॒द॒इति॑जातऽवेद:। प्रवि॑ष्टमग्ने। प्रवि॑ष्ट॒मिति॒प्रऽवि॑ष्टं। अ॒ग्ने॒अ॒प्सु। अ॒प्स्वोष॑धीषु। अ॒प्स्वित्य॒प्ऽसु। ओष॑धी॒ष्वित्योष॑धीषु।। तन्त्वा॑। त्वा॒य॒म:। य॒मोअ॑चिकेत्। अ॒चि॒के॒च्चि॒त्र॒भा॒नो॒। चि॒त्र॒भा॒नो॒द॒शा॒न्त॒रु॒ष्यात्। द॒शा॒न्त॒रु॒ष्याद॑ति॒रोच॑मानं। द॒शा॒न्त॒रु॒ष्यादिति॑द॒श॒ऽअ॒न्त॒रु॒ष्यात्। अ॒ति॒रोच॑मान॒मित्य॑ति॒ऽरोच॑मानं।।
10.51.4	हो॒त्राद॒हं। अ॒हंव॑रुण। व॒रु॒ण॒बिभ्य॑त्। बिभ्य॑दायं। आ॒य॒न्न। नेत्। इदे॒व। ए॒वमा॑। मायु॒नज॑न्। यु॒नज॒न्नत्र॑। अत्र॑दे॒वा:। दे॒वाइति॑दे॒वा:।। तस्य॑मे। मे॒त॒न्व॑:। त॒न्वो॑बहु॒धा। ब॒हु॒धानिवि॑ष्टा:। निवि॑ष्टाए॒तं। निवि॑ष्टा॒इति॒निऽवि॑ष्टा:। ए॒तमर्थं॑। अर्थ॒न्नि। नचि॑केत। चि॒के॒ता॒हं। अ॒हम॒ग्नि:। अ॒ग्निरित्य॒ग्नि:।।
10.51.5	एहि॑। इ॒हि॒मनु॑:। मनु॑र्देव॒यु:। दे॒व॒युय॒र्ज्ञका॑म:। दे॒व॒युरिति॑दे॒व॒ऽयु:। य॒ज्ञका॑मोरं॒कृत्य॑। य॒ज्ञका॑म॒इति॑य॒ज्ञऽका॑म:। अ॒रं॒कृत्या॒तम॑सि। अ॒रं॒कृत्येत्य॑रं॒ऽकृत्य॑। तम॑सिक्षेषि। क्षे॒ष्य॒ग्ने॒। अ॒ग्न॒इत्य॑ग्ने।। सु॒गान्प॒थ:। सु॒गानिति॑सु॒ऽगान्। प॒थ:कृ॑णुहि। कृ॒णु॒हि॒दे॒व॒याना॑न्। दे॒व॒याना॒न्वह॑। दे॒व॒याना॒निति॑दे॒व॒ऽयाना॑न्। वह॑ह॒व्यानि॑। ह॒व्यानि॑सुमन॒स्यमा॑न:। सु॒म॒न॒स्यमा॑न॒इति॑सु॒ऽम॒न॒स्यमा॑न:।। 10 ।।
10.51.6	अ॒ग्ने:पूर्वे॑। पूर्वे॒भ्रात॑र:। भ्रात॑रो॒अर्थं॑। अर्थ॑मे॒तं। ए॒तंर॒थीव॑। र॒थीवाध्वा॑नं। र॒थीवेति॑र॒थीऽइ॑व। अध्वा॑न॒मनु॑। अन्वाव॑रीवु:। आव॑रीवु:। अ॒व॒री॒वु॒रित्य॑वरीवु:।। तस्मा॑द्भि॒या। भि॒याव॑रुण। व॒रु॒ण॒दू॒रं। दू॒रमा॑यं। आ॒यं॒गौ॒र:। गौ॒रोन। नक्षे॒प्नो:। क्षे॒प्नोर॑वि॒जे। अ॒वि॒जेज्याया॑:। ज्याया॒इति॒ज्याया॑:।।
10.51.7	कु॒र्मस्ते॑। त॒आयु॑:। आयु॑र॒जरं॑। अ॒जरं॒यत्। यद॑ग्ने। अ॒ग्ने॒यथा॑। यथा॑यु॒क्त:। यु॒क्तोजा॑तवेद:। जा॒त॒वे॒दो॒न। जा॒त॒वे॒द॒इति॑जातऽवेद:। नरिष्या॑:। रिष्या॒इति॒रिष्या॑:।। अथा॑वहासि। व॒हा॒सि॒सु॒म॒न॒स्यमा॑न:। सु॒म॒न॒स्यमा॑नोभा॒गं। सु॒म॒न॒स्य॒मा॑न॒इति॑सु॒ऽम॒न॒स्यमा॑न:। भा॒गंदे॒वेभ्य॑:। दे॒वेभ्यो॑ह॒विष॑:। ह॒विष॑स्सुजात। सु॒जा॒तेति॑सुऽजात।।
10.51.8	प्र॒या॒जान्मे॑। प्र॒या॒जानिति॑प्र॒ऽया॒जान्। मे॒अ॒नु॒या॒जान्। अ॒नु॒या॒जाँश्च॑। अ॒नु॒या॒जानित्य॑नु॒ऽया॒जान्। च॒केव॑लान्। केव॑ला॒नूर्ज॑स्वन्तं। ऊर्ज॑स्वन्तंह॒विष॑:। ह॒विषो॑दत्त। द॒त्त॒भा॒गं। भा॒गमिति॑भा॒गं।। घृ॒तञ्च॑। चा॒पां। अ॒पांपुरु॑षं। पुरु॑षञ्च। चौष॑धीनां। ओष॑धीनाम॒ग्ने:। अ॒ग्नेश्च॑। च॒दी॒र्घं। दी॒र्घंमायु॑:। आयु॑रस्तु। अ॒स्तु॒दे॒वा॒:। दे॒वा॒इति॑देवा:।।
10.51.9	तव॑प्रया॒जा:। प्र॒या॒जाअ॑नुया॒जा:। प्र॒या॒जाइति॑प्र॒ऽया॒जा:। अ॒नु॒या॒जाश्च॑। अ॒नु॒या॒जाइत्य॑नु॒ऽया॒जा:। च॒केव॑ले। केव॑ल॒ऊर्ज॑स्वन्त:। ऊर्ज॑स्वन्तोह॒विष॑:। ह॒विष॑स्सन्तु। स॒न्तु॒भा॒गा:। भा॒गाइति॑भा॒गा:।। तवा॑ग्ने। अ॒ग्ने॒य॒ज्ञ:। य॒ज्ञो॒यं। अ॒यम॑स्तु। अ॒स्तु॒सर्व॑:। सर्व॒स्तुभ्यं॑। तुभ्यं॑नमन्तां। न॒म॒न्तां॒प्र॒दिश॑:। प्र॒दिश॒श्चत॑स्र:। प्र॒दिश॒इति॑प्र॒ऽदिश॑:। चत॑स्र॒इति॒चत॑स्र:।।11 ।।
10.52.1	विश्वे॑देवा:। दे॒वा॒श्शा॒स्तन॑। शा॒स्तन॑मा। मा॒यथा॑। यथे॒ह। इ॒हहोता॑। होता॑वृत:। वृ॒तोम॒नवै॑। म॒नवै॒यत्। यन्नि॒षद्य॑। नि॒सद्येति॑नि॒ऽसद्य॑।। प्रमे॑। मे॒ब्रू॒त॒। ब्रू॒त॒भा॒ग॒धेयं॑। भा॒ग॒धेयं॒यथा॑। भा॒ग॒धेय॒मिति॑भा॒ग॒ऽधेयं॑। यथा॑व:। वो॒येन॑। येन॑प॒था। प॒थाह॒व्यं। ह॒व्यमाव॑:। आव॑:। वो॒वहा॑नि। वहा॒नीति॒वहा॑नि।।
10.52.2	अ॒हंहोता॑। होता॒नि। न्य॑सीदं। अ॒सी॒दं॒यजी॑यान्। यजी॑या॒न्विश्वे॑। विश्वे॑दे॒वा:। दे॒वाम॒रुत॑:। म॒रुतो॑मा। मा॒जु॒न॒न्ति॒। जु॒न॒न्ती॒ति॑जुनन्ति।। अह॑रहरश्विना। अह॑रह॒इत्यह॑:ऽअह:। अ॒श्वि॒ना॒ध्व॒र्य॒वं॒। अ॒ध्व॒र्य॒वं॒वां॒। वां॒ब्र॒ह्मा। ब्र॒ह्मास॒मित्। स॒मिद्भ॑वति। स॒मिदिति॑सं॒ऽइत्। भ॒व॒ति॒सा। साहु॑ति:। आहु॑तिर्वां। आहु॑ति॒रित्याऽहु॑ति:। वा॒मिति॑वां।।
10.52.3	अ॒यंय:। योहोता॑। होता॒कि:। किरु॒स:। ऊँँ॒इत्यूँ॑ । सय॒मस्य॑। य॒मस्य॒कं। कम॒पि। अप्यू॑हे। ऊ॒हे॒यत्। यत्स॑म॒ञ्जन्ति॑। सं॒म॒ञ्जन्ति॑दे॒वा:। स॒म॒ञ्जन्तीति॑सं॒ऽअ॒ञ्जन्ति॑। दे॒वाइति॑दे॒वा:।। अह॑रहर्जायते। अह॑रह॒रित्यह॑:ऽअह:। जा॒य॒ते॒मा॒सिमा॑सि। मा॒सिमा॒स्यथ॑। मा॒सिमा॒सीति॑मा॒सिऽमा॑सि। अथ॑दे॒वा:। दे॒वाद॑धिरे। द॒धि॒रे॒ह॒व्य॒वाहं॑। ह॒व्य॒वाह॒मिति॑ह॒व्य॒ऽवाहं॑।।
10.52.4	मांदे॒वा:। दे॒वाद॑धिरेहव्य॒वाह॒मप॑म्लुक्तं। अप॑म्लुक्तंब॒हु। अप॑म्लुक्त॒मित्यप॑ऽम्लुक्तं। ब॒हुकृ॒च्छ्रा। कृ॒च्छ्राचर॑न्तं। चर॑न्त॒मिति॒चर॑न्तं।। अ॒ग्निर्वि॒द्वान्। वि॒द्वान्य॒ज्ञं। य॒ज्ञन्न॑:। न॒:क॒ल्प॒या॒ति॒। क॒ल्प॒या॒ति॒पञ्च॑यामं। पञ्च॑यामंत्रि॒वृतं॑। पञ्च॑याम॒मिति॒पञ्च॑ऽयामं। त्रि॒वृतं॑स॒प्तत॑न्तुं। त्रि॒वृत॒मिति॑त्रि॒ऽवृतं॑। स॒प्तत॑न्तु॒मिति॑स॒प्तऽत॑न्तुं।।
10.52.5	आव॑:। वो॒य॒क्षि॒। य॒क्ष्य॒मृ॒त॒त्वं। अ॒मृ॒त॒त्वंसु॒वीरं॑। अ॒मृ॒त॒त्वमित्य॑मृ॒त॒ऽत्वं। सु॒वीरं॒यथा॑। सु॒वीर॒मिति॑सु॒ऽवीरं॑। यथा॑व:। वो॒दे॒वा॒:। दे॒वा॒वरि॑व:। वरि॑व॒:करा॑णि। करा॒णीति॒करा॑णि।। आबा॒ह्वो:। बा॒ह्वोवज्रं॑। वज्र॒मिन्द्र॑स्य। इन्द्र॑स्यधेयां। धे॒या॒मथ॑। अथे॒माविश्वा॒:पृत॑नाजयाति। ज॒या॒तीति॑जयाति।।
10.52.6	त्रीणि॑श॒तात्रीश॒हस्रा॑ण्य॒ग्निंत्रिं॒शच्च॑दे॒वानम॑सासपर्यन्।। औक्ष॑न्घृ॒तैरस्तृ॑णन्ब॒र्हिर॑स्मा॒आदिध्दोता॑रं॒न्य॑सादयन्त।। 12।।
10.53.1	यमैच्छा॑म। ऐच्छा॑म॒मन॑सा। मन॑सासोयं। अ॒यमागा॑त्। आगा॑त्। अगा॑त्य॒ज्ञस्य॑। य॒ज्ञस्य॑वि॒द्वान्। वि॒द्वान्परु॑ष:। परु॑षश्चिकि॒त्वान्। चि॒कि॒त्वानिति॑चि॒कि॒त्वान्।। सनो॑यक्षद्दे॒वता॑ता॒यजी॑या॒न्नि। निहि। हिषत्स॑त्। सत्स॒दन्त॑र:। अन्त॑र॒पूर्व॑:। पूर्वो॑अ॒स्मत्। अ॒स्मदित्य॒स्मत्।।
10.53.2	अरा॑धि॒होता॑। होता॑नि॒षदा॑। नि॒षदा॒यजी॑यान्। नि॒सदेति॑नि॒ऽसदा॑। यजी॑यान॒भि। अ॒भिप्रयां॑सि। प्रयां॑सि॒सुधि॑तानि। सुधि॑तानि॒हि। सुधि॑ता॒नीति॒सुऽधि॑तानि। हिख्यत्। ख्यदिति॒ख्यत्।। यजा॑महैय॒ज्ञिया॑न्। य॒ज्ञिया॒न्हन्ता॑। हन्त॑दे॒वान्। दे॒वाँईळा॑महै। ईळा॑महा॒ईड्या॑न्। ईड्या॒नाज्ये॑न। आज्ये॒नेत्याज्ये॑न।।
10.53.3	सा॒ध्वीम॑क:। अ॒क॒र्दे॒ववी॑तिं। दे॒ववी॑तिन्न:। दे॒ववी॑ति॒मिति॑दे॒वऽवी॑तिं। नो॒अ॒द्य। अ॒द्यय॒ज्ञस्य॑। य॒ज्ञस्य॑जि॒ह्वां। जि॒ह्वाम॑विदाम। अ॒वि॒दा॒म॒गुह्यां॑। गुह्या॒मिति॒गुह्यां॑।। सआयु॑:। आयु॒रागा॑त्। आगा॑त्। अगा॑त्सुर॒भि:। सु॒र॒भिर्वसा॑न:। वसा॑नोभ॒द्रा। भ॒द्राम॑क:। अ॒क॒र्दे॒वहू॑तिं। दे॒वहू॑तिम॒द्य। दे॒वहू॑ति॒मिति॑दे॒वऽहू॑तिं। अ॒द्येत्य॒द्य।।
10.53.4	तद॒द्य। अ॒द्यवा॒च:। वा॒च:प्र॑थ॒मं। प्र॒थ॒मंम॑सीय। म॒सी॒य॒येन॑। येनासु॑रान्। असु॑राँअ॒भि। अ॒भिदे॒वा:। दे॒वाअसा॑म। असा॒मेत्यसा॑म।। ऊर्जा॑दउ॒त। ऊर्जा॑द॒इत्यूर्ज॑ऽअद:। उ॒तय॒ज्ञिया॑स:। य॒ज्ञिया॑स॒:पञ्च॑जना:। पञ्च॑जना॒मम॑। पञ्च॑जना॒इति॒पञ्च॑ऽजना:। मम॑हो॒त्रं। हो॒त्रंजु॑षध्वं। जु॒ष॒ध्व॒मिति॑जुषध्वं।।
10.53.5	पञ्च॒जना॑:। जना॒मम॑। मम॑हो॒त्रं। हो॒त्रंजु॑षन्तां। जु॒ष॒न्तां॒गोजा॑ता:। गोजा॑ताउ॒तयेय॒ज्ञिया॑स:।। पृ॒थि॒वीन॒:पार्थि॑वात्पा॒त्वंह॑सो॒न्तरि॑क्षंदि॒व्यात्पा॑त्व॒स्मान्।।13।।
10.53.6	तन्तुं॑त॒न्वन्। त॒न्वन्रज॑स:। रज॑सोभा॒नुं। भा॒नुमनु॑। अन्वि॑हि। इ॒हि॒ज्योति॑ष्मत:। ज्योति॑ष्मत:प॒थ:। प॒थोर॑क्ष। र॒क्ष॒धि॒या। धि॒याकृ॒तान्। कृ॒तानिति॑कृ॒तान्।। अ॒नु॒ल्ब॒णंव॑य॒त। व॒य॒तजोगु॑वां। जोगु॑वा॒मप॑:। अपो॒मनु॑:। मनु॑र्भव। भ॒व॒ज॒नय॑। ज॒नया॒दैव्यं॑। दैव्यं॒जनं॑। जन॒मिति॒जनं॑।।
10.53.7	अक्षा॒नहो॑नह्यतन। अ॒क्ष॒नह॒इत्य॑क्ष॒ऽनह॑:। न॒ह्य॒त॒नो॒त। उ॒तसोम्या॑:। सोम्या॒इष्कृ॑णध्वं। इष्कृ॑णध्वंरश॒ना:। र॒श॒नोत। ऊँ॒इत्यूँ॑। उ॒तपिं॑शत। पिं॒श॒त॒इति॑पिंशत।। अ॒ष्टाव॑न्धुरंवहत। अ॒ष्टाव॑न्धुर॒मित्य॒ष्टाऽव॑न्धुरं। व॒हता॒भि॒त॑:। अ॒भितो॒रथं॑। रथं॒येन॑। येन॑दे॒वास॑:। दे॒वासो॒अन॑यन्। अन॑यन्न॒भि। अ॒भिप्रि॒यं। प्रि॒यमिति॑प्रि॒यं।।
10.53.8	अश्म॑न्वतीरीयते। अश्म॑न्वती॒रित्यश्म॑न्ऽवती:। ई॒य॒ते॒सं। संर॑भध्वं। र॒भ॒ध्व॒मुत्। उत्ति॑ष्ठत। ति॒ष्ठ॒त॒प्र। प्रत॑रत। त॒र॒ता॒स॒खा॒य॒:। स॒खा॒य॒इति॑सखाय:।। अत्रा॑जहाम। ज॒हा॒म॒ये। येअस॑न्। अस॒न्नशे॑वा:। अशे॑वाश्शि॒वान्। शि॒वान्व॒यं। व॒यमुत्त॑रेम। उत्त॑रेमा॒भि। अ॒भिवाजा॑न्। वाजा॒निति॒वाजा॑न्।।
10.53.9	त्वष्टा॑मा॒या:। मा॒यावे॑त्। वे॒द॒पसां॑। अ॒पसा॑म॒पस्त॑म:। अ॒पस्त॑मो॒बिभ्र॑त्। अ॒पस्त॑म॒इत्य॒प:ऽत॑म:। बिभ्र॒त्पात्रा॑। पात्रा॑देव॒पाना॑नि। दे॒व॒पाना॑नि॒शंत॑मा। दे॒व॒पाना॒नीति॑दे॒व॒ऽपाना॑नि। शन्त॑मेति॒शंऽत॑मा।। शिशी॑तेनू॒नं। नू॒नंप॑र॒शुं। प॒र॒शुंस्वा॑य॒सं। स्वा॒य॒संयेन॑। स्वा॒य॒समिति॑सु॒ऽआ॒य॒सं। येन॑वृ॒श्चात्। वृ॒श्चादेत॑स:। एत॑सो॒ब्रह्म॑ण:। ब्रह्म॑ण॒स्पति॑:। पति॒रिति॒पति॑:।।
10.53.10	स॒तोनू॒नं। नू॒नंक॑वय:। क॒व॒य॒स्सं। संशी॑शीत। शि॒शी॒त॒वाशी॑भि:। वाशी॑भि॒र्याभि॑:। याभि॑र॒मृता॑य। अ॒मृता॑य॒तक्ष॑थ। तक्ष॒थेति॒तक्ष॑थ।। वि॒द्वांसः॑प॒दा। प॒दागुह्या॑नि। गुह्या॑निकर्तन। क॒र्त॒न॒येन॑। येन॑दे॒वासः॑। दे॒वासो॑अम़ृत॒त्वं। अ॒मृ॒त॒त्वमा॑नशुः। अ॒मृ॒त॒त्वमित्य॑मृ॒त॒ऽत्वं। आ॒न॒शुरित्या॑न॒शुः।।
10.53.11	गर्भे॒योषा॑। योषा॒मद॑धु:। अद॑धुर्व॒त्सं। व॒त्समा॒शनि॑। आ॒सन्य॑पी॒च्ये॑न। अ॒पी॒च्ये॑न॒मन॑सा। मन॑सो॒त। उ॒तजि॒ह्वया॑। जि॒ह्वयेति॑जि॒ह्वया॑।। सवि॒श्वाहा॑। वि॒श्वाहा॑सु॒मना॑:। सु॒मना॑यो॒ग्या:। सु॒मना॒इति॑सु॒ऽमना॑:। यो॒ग्याअ॒भि। अ॒भिसि॑षा॒सनि॑:। सि॒षा॒सनि॑र्वनते। सि॒सा॒सनि॒रिति॑सि॒सा॒सनि॑:। व॒न॒ते॒का॒र:। का॒रइत्। इज्जितिं॑। जिति॒मिति॒जितिं॑।।14।।
10.54.1	तांसु। सुते॑। ते॒की॒र्तिं। की॒र्तिंम॑घवन्। म॒घ॒व॒न्म॒हि॒त्वा। म॒घ॒व॒न्निति॑मघऽवन्। म॒हि॒त्वायत्। म॒हि॒त्वेति॑म॒हि॒ऽत्वा। यत्वा॑। त्वा॒भी॒ते। भी॒तेरोद॑सी। भी॒तेइति॑भी॒ते। रोद॑सी॒अह्व॑येतां। रोद॑सी॒इति॒रोद॑सी। अह्व॑येता॒मित्यह्व॑येतां।। प्राव॑:। आवो॑दे॒वान्। दे॒वाँआति॑र:। आति॑र:। अति॑रो॒दासं॑। दास॒मोज॑:। ओज॑:प्र॒जायै॑। प्र॒जायै॑त्वस्यै। प्र॒जाया॒इति॑प्र॒ऽजायै॑। त्वस्यै॒यत्। यदशि॑क्ष:। अशि॑क्षइन्द्र। इ॒न्द्रेती॑न्द्र।।
